0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.078018,0.13829,0.13499,0.1692,0.14143,0.087836,0.080241,0.10026,0.091055,0.12482,0.11918,0.069495
0.060305,0.16727,0.1477,0.23256,0.17896,0.073351,0.063906,0.099138,0.085667,0.14127,0.13391,0.0458
0.046777,0.18516,0.14082,0.27828,0.21095,0.059421,0.051656,0.097509,0.082933,0.14904,0.14327,0.029299
0.036756,0.19514,0.12459,0.30829,0.23932,0.047516,0.042975,0.096012,0.082144,0.15038,0.14739,0.018556
0.029359,0.20052,0.10636,0.32881,0.26569,0.037918,0.036949,0.094881,0.082684,0.14787,0.14698,0.011759
0.023826,0.20315,0.089358,0.34467,0.29024,0.030371,0.032784,0.094105,0.084053,0.14344,0.14306,0.0074903
0.019614,0.20408,0.07466,0.35905,0.31248,0.024497,0.029927,0.093612,0.085887,0.13829,0.13677,0.004798
0.016338,0.20366,0.062298,0.37339,0.33139,0.01992,0.027994,0.093289,0.08791,0.13308,0.12921,0.0030936
0.013744,0.2022,0.052057,0.38865,0.3464,0.016336,0.026738,0.093055,0.089935,0.12815,0.12129,0.0020026
0.011654,0.19981,0.043599,0.40505,0.35717,0.013504,0.025987,0.092839,0.091841,0.12362,0.11368,0.0013021
0.0099445,0.19665,0.03662,0.42259,0.36386,0.01124,0.025623,0.092591,0.093554,0.11955,0.10683,0.0008489
0.0085287,0.19282,0.030846,0.44103,0.36688,0.0094107,0.025564,0.092278,0.095037,0.11593,0.101,0.00055475
0.0073436,0.18842,0.026054,0.46001,0.36686,0.0079144,0.025751,0.091882,0.096282,0.11273,0.096292,0.00036326
0.0063431,0.18355,0.02206,0.47912,0.36449,0.0066775,0.026141,0.0914,0.097298,0.1099,0.092729,0.00023803
0.0054925,0.1783,0.018717,0.49792,0.36045,0.0056456,0.026704,0.090837,0.098107,0.10741,0.090264,0.00015629
0.004765,0.17276,0.015908,0.51604,0.35536,0.0047778,0.027417,0.090204,0.098734,0.10523,0.088823,0.00010255
0.0041402,0.16702,0.013539,0.53313,0.34975,0.0040436,0.028262,0.08952,0.099208,0.10332,0.088314,6.7432e-05
0.0036014,0.16116,0.011534,0.54896,0.34408,0.0034196,0.029224,0.088804,0.099556,0.10165,0.088637,4.4342e-05
0.0031356,0.15525,0.0098325,0.56334,0.33869,0.0028876,0.030291,0.088076,0.099803,0.1002,0.08969,2.9231e-05
0.0027317,0.14936,0.0083848,0.57616,0.33386,0.0024335,0.031453,0.087355,0.099971,0.098958,0.09136,1.992e-05
0.0023809,0.14354,0.0071506,0.58753,0.32981,0.0020454,0.0327,0.08666,0.10008,0.097901,0.093544,1.2748e-05
0.0020757,0.13784,0.0060965,0.59746,0.32668,0.0017139,0.034023,0.086007,0.10015,0.097016,0.096123,7.5927e-06
0.0018098,0.13221,0.0051938,0.60556,0.32437,0.0014322,0.035405,0.085393,0.10017,0.096286,0.098951,5.6773e-06
0.0015778,0.12668,0.0044201,0.61201,0.32291,0.0011936,0.036838,0.08483,0.10016,0.0957,0.10191,6.0083e-06
0.0013754,0.12135,0.0037589,0.61752,0.3225,0.00099164,0.038322,0.084338,0.10014,0.095259,0.10489,5.3441e-06
0.0011988,0.11626,0.0031942,0.62242,0.32312,0.00082097,0.039851,0.083925,0.10013,0.094958,0.10781,3.2659e-06
0.0010443,0.11127,0.0027096,0.62612,0.3244,0.00067775,0.041406,0.083568,0.1001,0.094782,0.11053,2.4441e-06
0.00090913,0.10641,0.0022942,0.62886,0.32622,0.00055817,0.042981,0.083267,0.10007,0.094725,0.11299,2.4697e-06
0.00079112,0.10175,0.0019403,0.63143,0.32873,0.00045873,0.044582,0.083037,0.10004,0.09479,0.11515,1.6836e-06
0.00068796,0.097237,0.0016383,0.63363,0.33163,0.00037635,0.046195,0.082862,0.10003,0.094968,0.11698,1.0823e-06
0.00059777,0.09284,0.0013808,0.63541,0.33468,0.00030842,0.047812,0.082729,0.1,0.095252,0.11846,1.01e-06
0.00051897,0.088585,0.001162,0.63714,0.33786,0.00025254,0.049433,0.082638,0.09999,0.09564,0.11961,8.663e-07
0.00045016,0.084482,0.00097629,0.63907,0.34112,0.00020662,0.051052,0.082588,0.099988,0.096125,0.12048,5.2014e-07
0.00039008,0.080494,0.0008189,0.64092,0.34422,0.00016903,0.052658,0.08256,0.099985,0.096699,0.12111,3.5418e-07
0.00033766,0.076614,0.00068581,0.6427,0.34703,0.00013834,0.05424,0.082546,0.099978,0.097353,0.12154,3.5824e-07
0.00029197,0.072866,0.00057353,0.64467,0.34963,0.00011326,0.055796,0.082547,0.099975,0.098079,0.12183,3.3463e-07
0.00025218,0.069277,0.00047892,0.64719,0.35215,9.2703e-05,0.057327,0.08257,0.099989,0.098872,0.12203,2.0446e-07
0.00021753,0.065802,0.00039925,0.64969,0.35433,7.5891e-05,0.05881,0.082593,0.099998,0.099717,0.12218,1.2466e-07
0.00018741,0.062415,0.0003323,0.65176,0.35602,6.2181e-05,0.06023,0.082603,0.099986,0.1006,0.12231,1.0483e-07
0.00016126,0.059138,0.00027618,0.65364,0.35735,5.0995e-05,0.061584,0.082604,0.099963,0.10151,0.12245,1.1382e-07
0.0001386,0.056035,0.00022935,0.65622,0.35877,4.1829e-05,0.062891,0.082622,0.099963,0.10244,0.12264,8.7502e-08
0.000119,0.053094,0.00019024,0.65941,0.36027,3.4303e-05,0.064144,0.082653,0.099982,0.10339,0.12287,5.1777e-08
0.00010201,0.05023,0.00015746,0.66168,0.36125,2.8134e-05,0.065302,0.082658,0.099968,0.10433,0.12313,3.6978e-08
8.7324e-05,0.04744,0.00013001,0.66296,0.36173,2.3077e-05,0.066364,0.082637,0.09992,0.10525,0.12342,3.875e-08
7.4681e-05,0.044816,0.0001073,0.66485,0.36245,1.8934e-05,0.067369,0.082632,0.099895,0.10616,0.12377,3.3678e-08
6.3819e-05,0.042361,8.8543e-05,0.66755,0.36351,1.5535e-05,0.068323,0.08265,0.0999,0.10705,0.12416,2.0273e-08
5.4465e-05,0.039991,7.291e-05,0.66941,0.36423,1.2742e-05,0.069188,0.082649,0.09988,0.1079,0.12456,1.5709e-08
4.6426e-05,0.037718,5.9923e-05,0.6707,0.36476,1.0448e-05,0.069972,0.082638,0.099843,0.10871,0.12496,1.5837e-08
3.9547e-05,0.035589,4.924e-05,0.67256,0.36557,8.5674e-06,0.07071,0.082646,0.09983,0.10949,0.12537,1.0313e-08
3.3655e-05,0.033565,4.041e-05,0.67415,0.36633,7.0233e-06,0.071383,0.082654,0.099813,0.11023,0.12578,6.954e-09
2.8614e-05,0.031637,3.3119e-05,0.67539,0.36699,5.7564e-06,0.071993,0.082657,0.099788,0.11092,0.12616,6.0569e-09
2.4311e-05,0.029818,2.712e-05,0.67672,0.36774,4.7168e-06,0.072556,0.082669,0.09977,0.11158,0.12652,4.0162e-09
2.0639e-05,0.028098,2.2184e-05,0.67798,0.36849,3.8638e-06,0.073072,0.082684,0.099755,0.11219,0.12686,2.4499e-09
1.751e-05,0.026466,1.8132e-05,0.67898,0.36915,3.1652e-06,0.07354,0.082698,0.099734,0.11275,0.12716,2.2381e-09
1.4846e-05,0.024923,1.4809e-05,0.67989,0.36979,2.5929e-06,0.073969,0.082715,0.099713,0.11328,0.12744,2.2323e-09
1.2579e-05,0.023473,1.2082e-05,0.68104,0.37054,2.1227e-06,0.07437,0.082741,0.099704,0.11377,0.12769,1.3607e-09
1.0652e-05,0.022103,9.8473e-06,0.68207,0.37124,1.7372e-06,0.074736,0.082769,0.099694,0.11423,0.12791,8.0899e-10
9.0164e-06,0.020803,8.0237e-06,0.68275,0.37176,1.4224e-06,0.075066,0.082789,0.099674,0.11465,0.1281,6.6812e-10
7.6293e-06,0.019573,6.5377e-06,0.68323,0.37219,1.1654e-06,0.075364,0.082808,0.09965,0.11503,0.12827,7.2595e-10
6.4528e-06,0.018422,5.3232e-06,0.68416,0.37279,9.5429e-07,0.075651,0.082839,0.099644,0.11539,0.12843,5.4467e-10
5.4548e-06,0.017347,4.3297e-06,0.68562,0.37359,7.8084e-07,0.075931,0.082886,0.099656,0.11573,0.12859,3.1575e-10
4.609e-06,0.016323,3.5186e-06,0.68634,0.37406,6.3892e-07,0.076172,0.082914,0.099646,0.11604,0.12872,2.078e-10
