trajectory_ID	taxon	abundance	time	type
1	Clostridium-hiranonis	40.3133	39	simulation
1	Clostridium-hiranonis	40.3398	39.1	simulation
1	Clostridium-hiranonis	40.3663	39.2	simulation
1	Clostridium-hiranonis	40.3928	39.3	simulation
1	Clostridium-hiranonis	40.4193	39.4	simulation
1	Clostridium-hiranonis	40.4459	39.5	simulation
1	Clostridium-hiranonis	40.4724	39.6	simulation
1	Clostridium-hiranonis	40.4989	39.7	simulation
1	Clostridium-hiranonis	40.5254	39.8	simulation
1	Clostridium-hiranonis	40.5519	39.9	simulation
1	Clostridium-hiranonis	40.5785	40	simulation
1	Clostridium-hiranonis	40.6051	40.1	simulation
1	Clostridium-hiranonis	40.6316	40.2	simulation
1	Clostridium-hiranonis	40.6581	40.3	simulation
1	Clostridium-hiranonis	40.6848	40.4	simulation
1	Clostridium-hiranonis	40.7115	40.5	simulation
1	Clostridium-hiranonis	40.7381	40.6	simulation
1	Clostridium-hiranonis	40.7647	40.7	simulation
1	Clostridium-hiranonis	40.7914	40.8	simulation
1	Clostridium-hiranonis	40.818	40.9	simulation
1	Clostridium-hiranonis	40.8446	41	simulation
1	Clostridium-hiranonis	40.8714	41.1	simulation
1	Clostridium-hiranonis	40.8982	41.2	simulation
1	Clostridium-hiranonis	40.925	41.3	simulation
1	Clostridium-hiranonis	40.9519	41.4	simulation
1	Clostridium-hiranonis	40.9787	41.5	simulation
1	Clostridium-hiranonis	41.0056	41.6	simulation
1	Clostridium-hiranonis	41.0325	41.7	simulation
1	Clostridium-hiranonis	41.0594	41.8	simulation
1	Clostridium-hiranonis	41.0862	41.9	simulation
1	Clostridium-hiranonis	41.113	42	simulation
1	Clostridium-hiranonis	41.1399	42.1	simulation
1	Clostridium-hiranonis	41.1668	42.2	simulation
1	Clostridium-hiranonis	41.1937	42.3	simulation
1	Clostridium-hiranonis	41.2208	42.4	simulation
1	Clostridium-hiranonis	41.248	42.5	simulation
1	Clostridium-hiranonis	41.2751	42.6	simulation
1	Clostridium-hiranonis	41.3022	42.7	simulation
1	Clostridium-hiranonis	41.3291	42.8	simulation
1	Clostridium-hiranonis	41.3561	42.9	simulation
1	Clostridium-hiranonis	41.3831	43	simulation
1	Clostridium-hiranonis	41.4104	43.1	simulation
1	Clostridium-hiranonis	41.4377	43.2	simulation
