trajectory_ID	taxon	abundance	time	type
2	Clostridium-hiranonis	41.4751	39.4	simulation
2	Clostridium-hiranonis	41.5019	39.5	simulation
2	Clostridium-hiranonis	41.5289	39.6	simulation
2	Clostridium-hiranonis	41.556	39.7	simulation
2	Clostridium-hiranonis	41.5831	39.8	simulation
2	Clostridium-hiranonis	41.6102	39.9	simulation
2	Clostridium-hiranonis	41.6373	40	simulation
2	Clostridium-hiranonis	41.6643	40.1	simulation
2	Clostridium-hiranonis	41.6915	40.2	simulation
2	Clostridium-hiranonis	41.7186	40.3	simulation
2	Clostridium-hiranonis	41.7459	40.4	simulation
2	Clostridium-hiranonis	41.7731	40.5	simulation
2	Clostridium-hiranonis	41.8004	40.6	simulation
2	Clostridium-hiranonis	41.8277	40.7	simulation
2	Clostridium-hiranonis	41.8549	40.8	simulation
2	Clostridium-hiranonis	41.8821	40.9	simulation
2	Clostridium-hiranonis	41.9093	41	simulation
2	Clostridium-hiranonis	41.9366	41.1	simulation
2	Clostridium-hiranonis	41.9639	41.2	simulation
2	Clostridium-hiranonis	41.9911	41.3	simulation
2	Clostridium-hiranonis	42.0184	41.4	simulation
2	Clostridium-hiranonis	42.0457	41.5	simulation
2	Clostridium-hiranonis	42.073	41.6	simulation
2	Clostridium-hiranonis	42.1003	41.7	simulation
2	Clostridium-hiranonis	42.1278	41.8	simulation
2	Clostridium-hiranonis	42.1554	41.9	simulation
2	Clostridium-hiranonis	42.1829	42	simulation
2	Clostridium-hiranonis	42.2097	42.1	simulation
2	Clostridium-hiranonis	42.2366	42.2	simulation
2	Clostridium-hiranonis	42.2638	42.3	simulation
2	Clostridium-hiranonis	42.2914	42.4	simulation
2	Clostridium-hiranonis	42.319	42.5	simulation
2	Clostridium-hiranonis	42.3464	42.6	simulation
2	Clostridium-hiranonis	42.3731	42.7	simulation
2	Clostridium-hiranonis	42.4009	42.8	simulation
2	Clostridium-hiranonis	42.4288	42.9	simulation
2	Clostridium-hiranonis	42.4567	43	simulation
2	Clostridium-hiranonis	42.4843	43.1	simulation
2	Clostridium-hiranonis	42.512	43.2	simulation
2	Clostridium-hiranonis	42.5392	43.3	simulation
2	Clostridium-hiranonis	42.5665	43.4	simulation
2	Clostridium-hiranonis	42.5939	43.5	simulation
2	Clostridium-hiranonis	42.6215	43.6	simulation
2	Clostridium-hiranonis	42.6491	43.7	simulation
2	Clostridium-hiranonis	42.6767	43.8	simulation
2	Clostridium-hiranonis	42.7041	43.9	simulation
2	Clostridium-hiranonis	42.7316	44	simulation
2	Clostridium-hiranonis	42.7592	44.1	simulation
2	Clostridium-hiranonis	42.7867	44.2	simulation
2	Clostridium-hiranonis	42.8143	44.3	simulation
2	Clostridium-hiranonis	42.842	44.4	simulation
2	Clostridium-hiranonis	42.8697	44.5	simulation
2	Clostridium-hiranonis	42.8974	44.6	simulation
2	Clostridium-hiranonis	42.9252	44.7	simulation
2	Clostridium-hiranonis	42.9529	44.8	simulation
2	Clostridium-hiranonis	42.9806	44.9	simulation
2	Clostridium-hiranonis	43.0084	45	simulation
2	Clostridium-hiranonis	43.0362	45.1	simulation
2	Clostridium-hiranonis	43.064	45.2	simulation
2	Clostridium-hiranonis	43.0916	45.3	simulation
2	Clostridium-hiranonis	43.1195	45.4	simulation
2	Clostridium-hiranonis	43.1473	45.5	simulation
2	Clostridium-hiranonis	43.1752	45.6	simulation
2	Clostridium-hiranonis	43.203	45.7	simulation
2	Clostridium-hiranonis	43.2309	45.8	simulation
2	Clostridium-hiranonis	43.2586	45.9	simulation
2	Clostridium-hiranonis	43.2863	46	simulation
2	Clostridium-hiranonis	43.3117	46.1	simulation
2	Clostridium-hiranonis	43.3397	46.2	simulation
2	Clostridium-hiranonis	43.3673	46.3	simulation
2	Clostridium-hiranonis	43.3954	46.4	simulation
2	Clostridium-hiranonis	43.423	46.5	simulation
2	Clostridium-hiranonis	43.4504	46.6	simulation
2	Clostridium-hiranonis	43.4781	46.7	simulation
2	Clostridium-hiranonis	43.5057	46.8	simulation
2	Clostridium-hiranonis	43.5332	46.9	simulation
2	Clostridium-hiranonis	43.5591	47	simulation
2	Clostridium-hiranonis	43.5866	47.1	simulation
2	Clostridium-hiranonis	43.6142	47.2	simulation
2	Clostridium-hiranonis	43.6409	47.3	simulation
2	Clostridium-hiranonis	43.6676	47.4	simulation
2	Clostridium-hiranonis	43.694	47.5	simulation
2	Clostridium-hiranonis	43.7214	47.6	simulation
2	Clostridium-hiranonis	43.7484	47.7	simulation
2	Clostridium-hiranonis	43.7755	47.8	simulation
2	Clostridium-hiranonis	43.8022	47.9	simulation
2	Clostridium-hiranonis	43.8303	48	simulation
2	Clostridium-hiranonis	43.8554	48.1	simulation
2	Clostridium-hiranonis	43.8811	48.2	simulation
2	Clostridium-hiranonis	43.9078	48.3	simulation
2	Clostridium-hiranonis	43.9352	48.4	simulation
2	Clostridium-hiranonis	43.9621	48.5	simulation
2	Clostridium-hiranonis	43.9901	48.6	simulation
2	Clostridium-hiranonis	44.0175	48.7	simulation
2	Clostridium-hiranonis	44.0457	48.8	simulation
2	Clostridium-hiranonis	44.0722	48.9	simulation
2	Clostridium-hiranonis	44.0996	49	simulation
2	Clostridium-hiranonis	44.1266	49.1	simulation
2	Clostridium-hiranonis	44.1538	49.2	simulation
2	Clostridium-hiranonis	44.1802	49.3	simulation
2	Clostridium-hiranonis	44.2077	49.4	simulation
2	Clostridium-hiranonis	44.2346	49.5	simulation
2	Clostridium-hiranonis	44.2617	49.6	simulation
2	Clostridium-hiranonis	44.2894	49.7	simulation
2	Clostridium-hiranonis	44.3163	49.8	simulation
2	Clostridium-hiranonis	44.3441	49.9	simulation
2	Clostridium-hiranonis	44.3686	50	simulation
2	Clostridium-hiranonis	44.3929	50.1	simulation
2	Clostridium-hiranonis	44.4206	50.2	simulation
2	Clostridium-hiranonis	44.4479	50.3	simulation
2	Clostridium-hiranonis	44.4753	50.4	simulation
2	Clostridium-hiranonis	44.5015	50.5	simulation
2	Clostridium-hiranonis	44.5282	50.6	simulation
2	Clostridium-hiranonis	44.5548	50.7	simulation
2	Clostridium-hiranonis	44.5806	50.8	simulation
2	Clostridium-hiranonis	44.6069	50.9	simulation
2	Clostridium-hiranonis	44.6301	51	simulation
2	Clostridium-hiranonis	44.6573	51.1	simulation
2	Clostridium-hiranonis	44.6835	51.2	simulation
2	Clostridium-hiranonis	44.71	51.3	simulation
2	Clostridium-hiranonis	44.7307	51.4	simulation
2	Clostridium-hiranonis	44.7589	51.5	simulation
2	Clostridium-hiranonis	44.7839	51.6	simulation
2	Clostridium-hiranonis	44.8075	51.7	simulation
2	Clostridium-hiranonis	44.8306	51.8	simulation
2	Clostridium-hiranonis	44.8548	51.9	simulation
2	Clostridium-hiranonis	44.8817	52	simulation
2	Clostridium-hiranonis	44.9049	52.1	simulation
2	Clostridium-hiranonis	44.9295	52.2	simulation
2	Clostridium-hiranonis	44.956	52.3	simulation
2	Clostridium-hiranonis	44.9808	52.4	simulation
2	Clostridium-hiranonis	45.0079	52.5	simulation
2	Clostridium-hiranonis	45.0334	52.6	simulation
2	Clostridium-hiranonis	45.0558	52.7	simulation
2	Clostridium-hiranonis	45.0776	52.8	simulation
2	Clostridium-hiranonis	45.1005	52.9	simulation
2	Clostridium-hiranonis	45.1217	53	simulation
2	Clostridium-hiranonis	45.1386	53.1	simulation
2	Clostridium-hiranonis	45.1585	53.2	simulation
2	Clostridium-hiranonis	45.1802	53.3	simulation
2	Clostridium-hiranonis	45.2009	53.4	simulation
2	Clostridium-hiranonis	45.2249	53.5	simulation
2	Clostridium-hiranonis	45.2476	53.6	simulation
2	Clostridium-hiranonis	45.2704	53.7	simulation
2	Clostridium-hiranonis	45.2927	53.8	simulation
2	Clostridium-hiranonis	45.3112	53.9	simulation
2	Clostridium-hiranonis	45.3338	54	simulation
2	Clostridium-hiranonis	45.3527	54.1	simulation
2	Clostridium-hiranonis	45.373	54.2	simulation
2	Clostridium-hiranonis	45.3953	54.3	simulation
2	Clostridium-hiranonis	45.4223	54.4	simulation
2	Clostridium-hiranonis	45.4429	54.5	simulation
2	Clostridium-hiranonis	45.463	54.6	simulation
2	Clostridium-hiranonis	45.4805	54.7	simulation
2	Clostridium-hiranonis	45.501	54.8	simulation
2	Clostridium-hiranonis	45.5207	54.9	simulation
2	Clostridium-hiranonis	45.5381	55	simulation
2	Clostridium-hiranonis	45.5592	55.1	simulation
2	Clostridium-hiranonis	45.5813	55.2	simulation
2	Clostridium-hiranonis	45.6015	55.3	simulation
2	Clostridium-hiranonis	45.6244	55.4	simulation
2	Clostridium-hiranonis	45.6385	55.5	simulation
2	Clostridium-hiranonis	45.6574	55.6	simulation
2	Clostridium-hiranonis	45.6789	55.7	simulation
2	Clostridium-hiranonis	45.6999	55.8	simulation
2	Clostridium-hiranonis	45.7168	55.9	simulation
2	Clostridium-hiranonis	45.7351	56	simulation
2	Clostridium-difficile	1156	30	simulation
2	Clostridium-difficile	1159.0206	30.1	simulation
2	Clostridium-difficile	1162.0485	30.2	simulation
2	Clostridium-difficile	1165.0842	30.3	simulation
2	Clostridium-difficile	1168.1273	30.4	simulation
2	Clostridium-difficile	1171.178	30.5	simulation
2	Clostridium-difficile	1174.2364	30.6	simulation
2	Clostridium-difficile	1177.3024	30.7	simulation
2	Clostridium-difficile	1180.3765	30.8	simulation
2	Clostridium-difficile	1183.4585	30.9	simulation
2	Clostridium-difficile	1186.5487	31	simulation
2	Clostridium-difficile	1189.6469	31.1	simulation
2	Clostridium-difficile	1192.7531	31.2	simulation
2	Clostridium-difficile	1195.8673	31.3	simulation
2	Clostridium-difficile	1198.9896	31.4	simulation
2	Clostridium-difficile	1202.12	31.5	simulation
2	Clostridium-difficile	1205.2586	31.6	simulation
2	Clostridium-difficile	1208.4055	31.7	simulation
2	Clostridium-difficile	1211.5606	31.8	simulation
2	Clostridium-difficile	1214.7239	31.9	simulation
2	Clostridium-difficile	1217.8954	32	simulation
2	Clostridium-difficile	1221.0751	32.1	simulation
2	Clostridium-difficile	1224.2629	32.2	simulation
2	Clostridium-difficile	1227.4592	32.3	simulation
2	Clostridium-difficile	1230.6637	32.4	simulation
2	Clostridium-difficile	1233.8766	32.5	simulation
2	Clostridium-difficile	1237.0978	32.6	simulation
2	Clostridium-difficile	1240.3273	32.7	simulation
2	Clostridium-difficile	1243.5652	32.8	simulation
2	Clostridium-difficile	1246.8116	32.9	simulation
2	Clostridium-difficile	1250.0664	33	simulation
2	Clostridium-difficile	1253.3298	33.1	simulation
2	Clostridium-difficile	1256.6016	33.2	simulation
2	Clostridium-difficile	1259.882	33.3	simulation
2	Clostridium-difficile	1263.171	33.4	simulation
2	Clostridium-difficile	1266.4686	33.5	simulation
2	Clostridium-difficile	1269.7748	33.6	simulation
2	Clostridium-difficile	1273.0896	33.7	simulation
2	Clostridium-difficile	1276.413	33.8	simulation
2	Clostridium-difficile	1279.7452	33.9	simulation
2	Clostridium-difficile	1283.0861	34	simulation
2	Clostridium-difficile	1286.4357	34.1	simulation
2	Clostridium-difficile	1289.7942	34.2	simulation
2	Clostridium-difficile	1293.1614	34.3	simulation
2	Clostridium-difficile	1296.5373	34.4	simulation
2	Clostridium-difficile	1299.9221	34.5	simulation
2	Clostridium-difficile	1303.3157	34.6	simulation
2	Clostridium-difficile	1306.7181	34.7	simulation
2	Clostridium-difficile	1310.1295	34.8	simulation
2	Clostridium-difficile	1313.5497	34.9	simulation
2	Clostridium-difficile	1316.9789	35	simulation
2	Clostridium-difficile	1320.417	35.1	simulation
2	Clostridium-difficile	1323.8641	35.2	simulation
2	Clostridium-difficile	1327.3202	35.3	simulation
2	Clostridium-difficile	1330.7854	35.4	simulation
2	Clostridium-difficile	1334.2596	35.5	simulation
2	Clostridium-difficile	1337.7428	35.6	simulation
2	Clostridium-difficile	1341.2352	35.7	simulation
2	Clostridium-difficile	1344.7366	35.8	simulation
2	Clostridium-difficile	1348.2472	35.9	simulation
2	Clostridium-difficile	1351.767	36	simulation
2	Clostridium-difficile	1355.2959	36.1	simulation
2	Clostridium-difficile	1358.8341	36.2	simulation
2	Clostridium-difficile	1362.3815	36.3	simulation
2	Clostridium-difficile	1365.9382	36.4	simulation
2	Clostridium-difficile	1369.5041	36.5	simulation
2	Clostridium-difficile	1373.0794	36.6	simulation
2	Clostridium-difficile	1376.664	36.7	simulation
2	Clostridium-difficile	1380.2579	36.8	simulation
2	Clostridium-difficile	1383.8612	36.9	simulation
2	Clostridium-difficile	1387.474	37	simulation
2	Clostridium-difficile	1391.0961	37.1	simulation
2	Clostridium-difficile	1394.7277	37.2	simulation
2	Clostridium-difficile	1398.3688	37.3	simulation
2	Clostridium-difficile	1402.0194	37.4	simulation
2	Clostridium-difficile	1405.6795	37.5	simulation
2	Clostridium-difficile	1409.3492	37.6	simulation
2	Clostridium-difficile	1413.0285	37.7	simulation
2	Clostridium-difficile	1416.7173	37.8	simulation
2	Clostridium-difficile	1420.4158	37.9	simulation
2	Clostridium-difficile	1424.124	38	simulation
2	Clostridium-difficile	1427.8418	38.1	simulation
2	Clostridium-difficile	1431.5694	38.2	simulation
2	Clostridium-difficile	1435.3066	38.3	simulation
2	Clostridium-difficile	1439.0536	38.4	simulation
2	Clostridium-difficile	1442.8104	38.5	simulation
2	Clostridium-difficile	1446.577	38.6	simulation
2	Clostridium-difficile	1450.3534	38.7	simulation
2	Clostridium-difficile	1454.1397	38.8	simulation
2	Clostridium-difficile	1457.9359	38.9	simulation
2	Clostridium-difficile	1461.742	39	simulation
2	Clostridium-difficile	1465.558	39.1	simulation
2	Clostridium-difficile	1469.384	39.2	simulation
2	Clostridium-difficile	1473.22	39.3	simulation
2	Clostridium-difficile	1477.066	39.4	simulation
2	Clostridium-difficile	1480.922	39.5	simulation
2	Clostridium-difficile	1484.7881	39.6	simulation
2	Clostridium-difficile	1488.6643	39.7	simulation
2	Clostridium-difficile	1492.5506	39.8	simulation
2	Clostridium-difficile	1496.447	39.9	simulation
2	Clostridium-difficile	1500.3536	40	simulation
2	Clostridium-difficile	1504.2704	40.1	simulation
2	Clostridium-difficile	1508.1974	40.2	simulation
2	Clostridium-difficile	1512.1347	40.3	simulation
2	Clostridium-difficile	1516.0822	40.4	simulation
2	Clostridium-difficile	1520.0401	40.5	simulation
2	Clostridium-difficile	1524.0083	40.6	simulation
2	Clostridium-difficile	1527.9869	40.7	simulation
2	Clostridium-difficile	1531.9758	40.8	simulation
2	Clostridium-difficile	1535.9751	40.9	simulation
2	Clostridium-difficile	1539.9849	41	simulation
2	Clostridium-difficile	1544.0052	41.1	simulation
2	Clostridium-difficile	1548.036	41.2	simulation
2	Clostridium-difficile	1552.0772	41.3	simulation
2	Clostridium-difficile	1556.1291	41.4	simulation
2	Clostridium-difficile	1560.1915	41.5	simulation
2	Clostridium-difficile	1564.2645	41.6	simulation
2	Clostridium-difficile	1568.3481	41.7	simulation
2	Clostridium-difficile	1572.4424	41.8	simulation
2	Clostridium-difficile	1576.5474	41.9	simulation
2	Clostridium-difficile	1580.6631	42	simulation
2	Clostridium-difficile	1584.7895	42.1	simulation
2	Clostridium-difficile	1588.9267	42.2	simulation
2	Clostridium-difficile	1593.0747	42.3	simulation
2	Clostridium-difficile	1597.2336	42.4	simulation
2	Clostridium-difficile	1601.4033	42.5	simulation
2	Clostridium-difficile	1605.584	42.6	simulation
2	Clostridium-difficile	1609.7755	42.7	simulation
2	Clostridium-difficile	1613.978	42.8	simulation
2	Clostridium-difficile	1618.1914	42.9	simulation
2	Clostridium-difficile	1622.4159	43	simulation
2	Clostridium-difficile	1626.6513	43.1	simulation
2	Clostridium-difficile	1630.8979	43.2	simulation
2	Clostridium-difficile	1635.1555	43.3	simulation
2	Clostridium-difficile	1639.4242	43.4	simulation
2	Clostridium-difficile	1643.7041	43.5	simulation
2	Clostridium-difficile	1647.9951	43.6	simulation
2	Clostridium-difficile	1652.2973	43.7	simulation
2	Clostridium-difficile	1656.6108	43.8	simulation
2	Clostridium-difficile	1660.9355	43.9	simulation
2	Clostridium-difficile	1665.2716	44	simulation
2	Clostridium-difficile	1669.6189	44.1	simulation
2	Clostridium-difficile	1673.9776	44.2	simulation
2	Clostridium-difficile	1678.3477	44.3	simulation
2	Clostridium-difficile	1682.7291	44.4	simulation
2	Clostridium-difficile	1687.122	44.5	simulation
2	Clostridium-difficile	1691.5264	44.6	simulation
2	Clostridium-difficile	1695.9423	44.7	simulation
2	Clostridium-difficile	1700.3697	44.8	simulation
2	Clostridium-difficile	1704.8087	44.9	simulation
2	Clostridium-difficile	1709.2592	45	simulation
2	Clostridium-difficile	1713.7214	45.1	simulation
2	Clostridium-difficile	1718.1952	45.2	simulation
2	Clostridium-difficile	1722.6807	45.3	simulation
2	Clostridium-difficile	1727.1779	45.4	simulation
2	Clostridium-difficile	1731.6868	45.5	simulation
2	Clostridium-difficile	1736.2075	45.6	simulation
2	Clostridium-difficile	1740.74	45.7	simulation
2	Clostridium-difficile	1745.2844	45.8	simulation
2	Clostridium-difficile	1749.8406	45.9	simulation
2	Clostridium-difficile	1754.4087	46	simulation
2	Clostridium-difficile	1758.9887	46.1	simulation
2	Clostridium-difficile	1763.5807	46.2	simulation
2	Clostridium-difficile	1768.1846	46.3	simulation
2	Clostridium-difficile	1772.8006	46.4	simulation
2	Clostridium-difficile	1777.4286	46.5	simulation
2	Clostridium-difficile	1782.0687	46.6	simulation
2	Clostridium-difficile	1786.721	46.7	simulation
2	Clostridium-difficile	1791.3853	46.8	simulation
2	Clostridium-difficile	1796.0619	46.9	simulation
2	Clostridium-difficile	1800.7506	47	simulation
2	Clostridium-difficile	1805.4516	47.1	simulation
2	Clostridium-difficile	1810.1649	47.2	simulation
2	Clostridium-difficile	1814.8905	47.3	simulation
2	Clostridium-difficile	1819.6284	47.4	simulation
2	Clostridium-difficile	1824.3786	47.5	simulation
2	Clostridium-difficile	1829.1413	47.6	simulation
2	Clostridium-difficile	1833.9164	47.7	simulation
2	Clostridium-difficile	1838.704	47.8	simulation
2	Clostridium-difficile	1843.504	47.9	simulation
2	Clostridium-difficile	1848.3166	48	simulation
2	Clostridium-difficile	1853.1418	48.1	simulation
2	Clostridium-difficile	1857.9795	48.2	simulation
2	Clostridium-difficile	1862.8299	48.3	simulation
2	Clostridium-difficile	1867.6929	48.4	simulation
2	Clostridium-difficile	1872.5687	48.5	simulation
2	Clostridium-difficile	1877.4571	48.6	simulation
2	Clostridium-difficile	1882.3583	48.7	simulation
2	Clostridium-difficile	1887.2724	48.8	simulation
2	Clostridium-difficile	1892.1992	48.9	simulation
2	Clostridium-difficile	1897.1389	49	simulation
2	Clostridium-difficile	1902.0915	49.1	simulation
2	Clostridium-difficile	1907.057	49.2	simulation
2	Clostridium-difficile	1912.0355	49.3	simulation
2	Clostridium-difficile	1917.027	49.4	simulation
2	Clostridium-difficile	1922.0315	49.5	simulation
2	Clostridium-difficile	1927.0491	49.6	simulation
2	Clostridium-difficile	1932.0797	49.7	simulation
2	Clostridium-difficile	1937.1235	49.8	simulation
2	Clostridium-difficile	1942.1805	49.9	simulation
2	Clostridium-difficile	1947.2507	50	simulation
2	Clostridium-difficile	1952.3341	50.1	simulation
2	Clostridium-difficile	1957.4307	50.2	simulation
2	Clostridium-difficile	1962.5407	50.3	simulation
2	Clostridium-difficile	1967.664	50.4	simulation
2	Clostridium-difficile	1972.8007	50.5	simulation
2	Clostridium-difficile	1977.9508	50.6	simulation
2	Clostridium-difficile	1983.1144	50.7	simulation
2	Clostridium-difficile	1988.2914	50.8	simulation
2	Clostridium-difficile	1993.4819	50.9	simulation
2	Clostridium-difficile	1998.686	51	simulation
2	Clostridium-difficile	2003.9037	51.1	simulation
2	Clostridium-difficile	2009.135	51.2	simulation
2	Clostridium-difficile	2014.3799	51.3	simulation
2	Clostridium-difficile	2019.6385	51.4	simulation
2	Clostridium-difficile	2024.9109	51.5	simulation
2	Clostridium-difficile	2030.197	51.6	simulation
2	Clostridium-difficile	2035.4969	51.7	simulation
2	Clostridium-difficile	2040.8107	51.8	simulation
2	Clostridium-difficile	2046.1383	51.9	simulation
2	Clostridium-difficile	2051.4798	52	simulation
2	Clostridium-difficile	2056.8353	52.1	simulation
2	Clostridium-difficile	2062.2047	52.2	simulation
2	Clostridium-difficile	2067.5882	52.3	simulation
2	Clostridium-difficile	2072.9857	52.4	simulation
2	Clostridium-difficile	2078.3973	52.5	simulation
2	Clostridium-difficile	2083.8231	52.6	simulation
2	Clostridium-difficile	2089.263	52.7	simulation
2	Clostridium-difficile	2094.7171	52.8	simulation
2	Clostridium-difficile	2100.1854	52.9	simulation
2	Clostridium-difficile	2105.668	53	simulation
2	Clostridium-difficile	2111.165	53.1	simulation
2	Clostridium-difficile	2116.6762	53.2	simulation
2	Clostridium-difficile	2122.2019	53.3	simulation
2	Clostridium-difficile	2127.742	53.4	simulation
2	Clostridium-difficile	2133.2965	53.5	simulation
2	Clostridium-difficile	2138.8655	53.6	simulation
2	Clostridium-difficile	2144.4491	53.7	simulation
2	Clostridium-difficile	2150.0473	53.8	simulation
2	Clostridium-difficile	2155.66	53.9	simulation
2	Clostridium-difficile	2161.2874	54	simulation
2	Clostridium-difficile	2166.9295	54.1	simulation
2	Clostridium-difficile	2172.5863	54.2	simulation
2	Clostridium-difficile	2178.2579	54.3	simulation
2	Clostridium-difficile	2183.9443	54.4	simulation
2	Clostridium-difficile	2189.6456	54.5	simulation
2	Clostridium-difficile	2195.3617	54.6	simulation
2	Clostridium-difficile	2201.0927	54.7	simulation
2	Clostridium-difficile	2206.8387	54.8	simulation
2	Clostridium-difficile	2212.5997	54.9	simulation
2	Clostridium-difficile	2218.3758	55	simulation
2	Clostridium-difficile	2224.1669	55.1	simulation
2	Clostridium-difficile	2229.9731	55.2	simulation
2	Clostridium-difficile	2235.7945	55.3	simulation
2	Clostridium-difficile	2241.6311	55.4	simulation
2	Clostridium-difficile	2247.4829	55.5	simulation
2	Clostridium-difficile	2253.35	55.6	simulation
2	Clostridium-difficile	2259.2324	55.7	simulation
2	Clostridium-difficile	2265.1301	55.8	simulation
2	Clostridium-difficile	2271.0433	55.9	simulation
2	Clostridium-difficile	2276.9719	56	simulation
2	Proteus-mirabilis	943	30	simulation
2	Proteus-mirabilis	956.38	30.1	simulation
2	Proteus-mirabilis	969.9451	30.2	simulation
2	Proteus-mirabilis	983.7019	30.3	simulation
2	Proteus-mirabilis	997.6501	30.4	simulation
2	Proteus-mirabilis	1011.7906	30.5	simulation
2	Proteus-mirabilis	1026.1255	30.6	simulation
2	Proteus-mirabilis	1040.6505	30.7	simulation
2	Proteus-mirabilis	1055.3769	30.8	simulation
2	Proteus-mirabilis	1070.2985	30.9	simulation
2	Proteus-mirabilis	1085.431	31	simulation
2	Proteus-mirabilis	1100.7927	31.1	simulation
2	Proteus-mirabilis	1116.3642	31.2	simulation
2	Proteus-mirabilis	1132.1533	31.3	simulation
2	Proteus-mirabilis	1148.1662	31.4	simulation
2	Proteus-mirabilis	1164.3961	31.5	simulation
2	Proteus-mirabilis	1180.8473	31.6	simulation
2	Proteus-mirabilis	1197.5375	31.7	simulation
2	Proteus-mirabilis	1214.4685	31.8	simulation
2	Proteus-mirabilis	1231.6443	31.9	simulation
2	Proteus-mirabilis	1249.0581	32	simulation
2	Proteus-mirabilis	1266.7161	32.1	simulation
2	Proteus-mirabilis	1284.6217	32.2	simulation
2	Proteus-mirabilis	1302.766	32.3	simulation
2	Proteus-mirabilis	1321.1788	32.4	simulation
2	Proteus-mirabilis	1339.853	32.5	simulation
2	Proteus-mirabilis	1358.8042	32.6	simulation
2	Proteus-mirabilis	1378.0196	32.7	simulation
2	Proteus-mirabilis	1397.5004	32.8	simulation
2	Proteus-mirabilis	1417.2481	32.9	simulation
2	Proteus-mirabilis	1437.2622	33	simulation
2	Proteus-mirabilis	1457.5783	33.1	simulation
2	Proteus-mirabilis	1478.1835	33.2	simulation
2	Proteus-mirabilis	1499.0769	33.3	simulation
2	Proteus-mirabilis	1520.2739	33.4	simulation
2	Proteus-mirabilis	1541.7739	33.5	simulation
2	Proteus-mirabilis	1563.5776	33.6	simulation
2	Proteus-mirabilis	1585.6877	33.7	simulation
2	Proteus-mirabilis	1608.1001	33.8	simulation
2	Proteus-mirabilis	1630.8269	33.9	simulation
2	Proteus-mirabilis	1653.877	34	simulation
2	Proteus-mirabilis	1677.2555	34.1	simulation
2	Proteus-mirabilis	1700.9606	34.2	simulation
2	Proteus-mirabilis	1725.0028	34.3	simulation
2	Proteus-mirabilis	1749.3887	34.4	simulation
2	Proteus-mirabilis	1774.1182	34.5	simulation
2	Proteus-mirabilis	1799.1948	34.6	simulation
2	Proteus-mirabilis	1824.6075	34.7	simulation
2	Proteus-mirabilis	1850.3724	34.8	simulation
2	Proteus-mirabilis	1876.5203	34.9	simulation
2	Proteus-mirabilis	1903.0526	35	simulation
2	Proteus-mirabilis	1929.9689	35.1	simulation
2	Proteus-mirabilis	1957.2544	35.2	simulation
2	Proteus-mirabilis	1984.9243	35.3	simulation
2	Proteus-mirabilis	2012.9956	35.4	simulation
2	Proteus-mirabilis	2041.4616	35.5	simulation
2	Proteus-mirabilis	2070.3163	35.6	simulation
2	Proteus-mirabilis	2099.5696	35.7	simulation
2	Proteus-mirabilis	2129.2313	35.8	simulation
2	Proteus-mirabilis	2159.3214	35.9	simulation
2	Proteus-mirabilis	2189.8367	36	simulation
2	Proteus-mirabilis	2220.781	36.1	simulation
2	Proteus-mirabilis	2252.1723	36.2	simulation
2	Proteus-mirabilis	2284.0059	36.3	simulation
2	Proteus-mirabilis	2316.2627	36.4	simulation
2	Proteus-mirabilis	2348.9925	36.5	simulation
2	Proteus-mirabilis	2382.16	36.6	simulation
2	Proteus-mirabilis	2415.8393	36.7	simulation
2	Proteus-mirabilis	2449.9877	36.8	simulation
2	Proteus-mirabilis	2484.5981	36.9	simulation
2	Proteus-mirabilis	2519.7081	37	simulation
2	Proteus-mirabilis	2555.3184	37.1	simulation
2	Proteus-mirabilis	2591.4452	37.2	simulation
2	Proteus-mirabilis	2628.0722	37.3	simulation
2	Proteus-mirabilis	2665.2164	37.4	simulation
2	Proteus-mirabilis	2702.8846	37.5	simulation
2	Proteus-mirabilis	2741.0837	37.6	simulation
2	Proteus-mirabilis	2779.8206	37.7	simulation
2	Proteus-mirabilis	2819.1024	37.8	simulation
2	Proteus-mirabilis	2858.9369	37.9	simulation
2	Proteus-mirabilis	2899.3315	38	simulation
2	Proteus-mirabilis	2940.2676	38.1	simulation
2	Proteus-mirabilis	2981.7632	38.2	simulation
2	Proteus-mirabilis	3023.8562	38.3	simulation
2	Proteus-mirabilis	3066.5747	38.4	simulation
2	Proteus-mirabilis	3109.9035	38.5	simulation
2	Proteus-mirabilis	3153.8438	38.6	simulation
2	Proteus-mirabilis	3198.4124	38.7	simulation
2	Proteus-mirabilis	3243.627	38.8	simulation
2	Proteus-mirabilis	3289.4783	38.9	simulation
2	Proteus-mirabilis	3335.9743	39	simulation
2	Proteus-mirabilis	3383.1232	39.1	simulation
2	Proteus-mirabilis	3430.9332	39.2	simulation
2	Proteus-mirabilis	3479.4125	39.3	simulation
2	Proteus-mirabilis	3528.5695	39.4	simulation
2	Proteus-mirabilis	3578.4126	39.5	simulation
2	Proteus-mirabilis	3628.95	39.6	simulation
2	Proteus-mirabilis	3680.1903	39.7	simulation
2	Proteus-mirabilis	3732.1419	39.8	simulation
2	Proteus-mirabilis	3784.824	39.9	simulation
2	Proteus-mirabilis	3838.2381	40	simulation
2	Proteus-mirabilis	3892.4426	40.1	simulation
2	Proteus-mirabilis	3947.426	40.2	simulation
2	Proteus-mirabilis	4003.1848	40.3	simulation
2	Proteus-mirabilis	4059.7298	40.4	simulation
2	Proteus-mirabilis	4117.1068	40.5	simulation
